variant,cfg,arm,floor,sp_mean,sp_median,sp_excluded,wape_median,interval80,mase_median_fc,sp_0.1,sp_0.5,sp_0.8,sp_0.9,sp_0.95,sp_0.99,sp_low,sp_mid,sp_high,cov_hi_0.8,cov_lo_0.8,tie_0.8,zero_share_0.8,raw_cov_0.8,status_0.8,cov_hi_0.8_low,cov_lo_0.8_low,cov_hi_0.8_mid,cov_lo_0.8_mid,cov_hi_0.8_high,cov_lo_0.8_high,cov_hi_0.9,cov_lo_0.9,tie_0.9,zero_share_0.9,raw_cov_0.9,status_0.9,cov_hi_0.9_low,cov_lo_0.9_low,cov_hi_0.9_mid,cov_lo_0.9_mid,cov_hi_0.9_high,cov_lo_0.9_high,cov_hi_0.95,cov_lo_0.95,tie_0.95,zero_share_0.95,raw_cov_0.95,status_0.95,cov_hi_0.95_low,cov_lo_0.95_low,cov_hi_0.95_mid,cov_lo_0.95_mid,cov_hi_0.95_high,cov_lo_0.95_high,cov_hi_0.99,cov_lo_0.99,tie_0.99,zero_share_0.99,raw_cov_0.99,status_0.99,cov_hi_0.99_low,cov_lo_0.99_low,cov_hi_0.99_mid,cov_lo_0.99_mid,cov_hi_0.99_high,cov_lo_0.99_high,fold,P,n_fit,fit_seconds,n_rounds,hit_cap,crossing_share
raw,"{""max_depth"": 3, ""min_child_weight"": 5}",base,,0.22782,0.20246,2,0.37149,0.91111,0.79533,0.14405,0.39766,0.32222,0.21851,0.1428,0.14166,0.26356,0.22882,0.19142,0.87611,0.81778,0.05833,0.0,0.81778,consistent,0.92172,0.84848,0.87211,0.79703,0.835,0.80833,0.945,0.91139,0.03361,0.0,0.91139,consistent,0.97306,0.92424,0.93894,0.90429,0.92333,0.90583,0.97361,0.95972,0.01389,0.0,0.95972,consistent,0.99074,0.97643,0.96947,0.95132,0.96083,0.95167,0.99944,0.99944,0.0,0.0,0.99944,consistent,1.0,1.0,1.0,1.0,0.99833,0.99833,F1,7,266571,225.1,1000,True,0.0
norm,"{""max_depth"": 3, ""min_child_weight"": 5}",base,0.14286,0.21199,0.18727,2,0.36974,0.90806,0.79087,0.14084,0.39543,0.31805,0.21844,0.14302,0.05614,0.22691,0.21637,0.19274,0.88083,0.8175,0.06333,0.00083,0.81833,consistent,0.92003,0.84764,0.88614,0.80281,0.83667,0.8025,0.94306,0.91278,0.03028,0.0,0.91278,consistent,0.97054,0.92845,0.93482,0.90759,0.92417,0.9025,0.96944,0.95472,0.01472,0.0,0.95472,consistent,0.98569,0.96801,0.96617,0.94719,0.95667,0.94917,0.99528,0.99472,0.00056,0.0,0.99472,consistent,0.99832,0.99663,0.99505,0.99505,0.9925,0.9925,F1,7,266571,299.5,1000,True,0.0
raw,"{""max_depth"": 3, ""min_child_weight"": 30}",base,,0.22738,0.20374,2,0.34384,0.895,0.78255,0.14542,0.39127,0.3132,0.21558,0.14246,0.15633,0.26763,0.22554,0.1894,0.88278,0.835,0.04778,0.0,0.835,over,0.92172,0.85017,0.86799,0.81848,0.85917,0.83667,0.94111,0.91722,0.02389,0.0,0.91722,consistent,0.96717,0.93434,0.93482,0.90677,0.92167,0.91083,0.97556,0.96472,0.01083,0.0,0.96472,consistent,0.9899,0.97896,0.9736,0.95792,0.96333,0.9575,0.99917,0.99917,0.0,0.0,0.99917,consistent,1.0,1.0,1.0,1.0,0.9975,0.9975,F1,10,265671,263.3,1000,True,0.0
raw,"{""max_depth"": 6, ""min_child_weight"": 5}",base,,0.22426,0.19722,2,0.3405,0.87333,0.77448,0.14601,0.38724,0.30854,0.21466,0.13864,0.15049,0.26468,0.22265,0.18589,0.86583,0.80972,0.05611,0.0,0.80972,consistent,0.9234,0.84007,0.86139,0.81023,0.81333,0.77917,0.93139,0.90389,0.0275,0.0,0.90389,consistent,0.96296,0.93098,0.92739,0.89851,0.90417,0.8825,0.97083,0.95861,0.01222,0.0,0.95861,consistent,0.98737,0.97391,0.97112,0.95462,0.95417,0.9475,0.9975,0.9975,0.0,0.0,0.9975,consistent,1.0,1.0,1.0,1.0,0.9925,0.9925,F1,10,265671,305.6,1000,True,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 5}",base,0.14286,0.20681,0.17907,2,0.33979,0.8675,0.77288,0.14614,0.38644,0.30768,0.21096,0.13546,0.05417,0.22468,0.21011,0.18575,0.86583,0.80583,0.06,0.00111,0.80694,consistent,0.91414,0.82912,0.85726,0.79538,0.82667,0.79333,0.93056,0.90583,0.02472,0.0,0.90583,consistent,0.94949,0.92424,0.92492,0.89191,0.9175,0.90167,0.96722,0.9525,0.01472,0.0,0.9525,consistent,0.98401,0.96465,0.96287,0.94554,0.955,0.9475,0.99694,0.99556,0.00139,0.0,0.99556,consistent,0.99916,0.99663,0.9967,0.99505,0.995,0.995,F1,10,265671,320.2,971,False,0.0
raw,"{""max_depth"": 6, ""min_child_weight"": 30}",base,,0.23544,0.20996,2,0.31538,0.86278,0.81233,0.15575,0.40616,0.31987,0.22087,0.14398,0.16601,0.26992,0.23964,0.19702,0.85861,0.81139,0.04722,0.00028,0.81167,consistent,0.91246,0.84596,0.85149,0.7995,0.8125,0.78917,0.92944,0.90639,0.02306,0.0,0.90639,consistent,0.97054,0.93687,0.91584,0.89439,0.9025,0.88833,0.96361,0.95472,0.00889,0.0,0.95472,consistent,0.98485,0.97559,0.9571,0.94389,0.94917,0.945,0.99694,0.99694,0.0,0.0,0.99694,consistent,1.0,1.0,1.0,1.0,0.99083,0.99083,F1,14,264471,256.6,999,False,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",base,0.14286,0.21686,0.18722,2,0.31211,0.84278,0.80619,0.15625,0.40309,0.32356,0.21956,0.14217,0.05651,0.22724,0.22677,0.19646,0.84167,0.7975,0.04417,0.00056,0.79806,consistent,0.89141,0.82912,0.82673,0.78053,0.8075,0.78333,0.91167,0.89028,0.02139,0.0,0.89028,consistent,0.94276,0.91919,0.89851,0.87624,0.89417,0.87583,0.95833,0.94222,0.01611,0.0,0.94222,consistent,0.97896,0.95707,0.94884,0.93482,0.9475,0.935,0.99583,0.99389,0.00194,0.0,0.99389,consistent,0.99832,0.99495,0.99422,0.99175,0.995,0.995,F1,14,264471,312.6,999,False,0.0
raw,"{""max_depth"": 3, ""min_child_weight"": 5}",base,,0.2527,0.20112,2,0.40316,0.90194,0.85369,0.1466,0.42685,0.36221,0.25391,0.17268,0.15397,0.28054,0.2441,0.23391,0.8725,0.81139,0.06111,0.0,0.81139,consistent,0.91498,0.83249,0.87624,0.81188,0.82667,0.79,0.9375,0.90472,0.03278,0.0,0.90472,consistent,0.96128,0.91919,0.94224,0.90347,0.90917,0.89167,0.96944,0.95417,0.01528,0.0,0.95417,consistent,0.98653,0.97222,0.97607,0.9604,0.94583,0.93,0.99722,0.99667,0.00056,0.0,0.99667,consistent,1.0,1.0,0.99917,0.99917,0.9925,0.99083,F2,7,291771,242.0,1000,True,0.0
norm,"{""max_depth"": 3, ""min_child_weight"": 5}",base,0.14286,0.2385,0.18915,2,0.40064,0.90333,0.85016,0.14432,0.42508,0.35824,0.25484,0.17753,0.07098,0.24404,0.23511,0.23648,0.87139,0.80806,0.06333,0.00417,0.81222,consistent,0.91077,0.81902,0.86716,0.80528,0.83667,0.8,0.93694,0.90111,0.03583,0.0,0.90111,consistent,0.96128,0.91162,0.93894,0.90182,0.91083,0.89,0.96389,0.95028,0.01361,0.0,0.95028,consistent,0.98316,0.96717,0.96535,0.95215,0.94333,0.93167,0.9925,0.99167,0.00083,0.0,0.99167,consistent,0.99663,0.99663,0.99257,0.99257,0.98833,0.98583,F2,7,291771,268.3,1000,True,0.0
raw,"{""max_depth"": 3, ""min_child_weight"": 30}",base,,0.24875,0.20022,2,0.36729,0.89,0.82622,0.14852,0.41311,0.34971,0.24816,0.16727,0.16572,0.28233,0.24532,0.21901,0.86694,0.81472,0.05222,0.00333,0.81806,consistent,0.90909,0.84428,0.86881,0.81436,0.82333,0.78583,0.93333,0.90722,0.02611,0.0,0.90722,consistent,0.95707,0.92508,0.93812,0.90759,0.905,0.88917,0.96833,0.95444,0.01389,0.0,0.95444,consistent,0.98653,0.97306,0.97277,0.95792,0.94583,0.9325,0.99722,0.99667,0.00056,0.0,0.99667,consistent,1.0,1.0,0.99917,0.99835,0.9925,0.99167,F2,10,290871,233.4,1000,True,0.0
raw,"{""max_depth"": 6, ""min_child_weight"": 5}",base,,0.24547,0.19766,2,0.36152,0.87861,0.81041,0.14784,0.40521,0.34639,0.24661,0.16651,0.16026,0.2778,0.2366,0.22252,0.84806,0.79583,0.05222,0.00194,0.79778,consistent,0.91835,0.84259,0.85396,0.80611,0.7725,0.73917,0.92278,0.89611,0.02667,0.0,0.89611,consistent,0.96465,0.93434,0.93069,0.90099,0.87333,0.85333,0.965,0.95111,0.01389,0.0,0.95111,consistent,0.98569,0.97222,0.9736,0.95545,0.93583,0.92583,0.99639,0.99556,0.00083,0.0,0.99556,consistent,1.0,1.0,0.99917,0.99917,0.99,0.9875,F2,10,290871,290.9,1000,True,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 5}",base,0.14286,0.2269,0.17914,2,0.37235,0.88333,0.82599,0.14544,0.41299,0.34094,0.23902,0.15917,0.06386,0.23531,0.22552,0.21999,0.85083,0.79278,0.05806,0.00806,0.80028,consistent,0.91919,0.84259,0.84406,0.78465,0.79,0.75167,0.92833,0.89889,0.02944,0.0,0.89889,consistent,0.96296,0.92508,0.92739,0.89439,0.895,0.8775,0.96194,0.94583,0.01611,0.0,0.94583,consistent,0.98232,0.9638,0.96452,0.94554,0.93917,0.92833,0.99528,0.99333,0.00194,0.0,0.99333,consistent,0.99579,0.99411,0.99752,0.99505,0.9925,0.99083,F2,10,290871,343.0,1000,True,0.0
raw,"{""max_depth"": 6, ""min_child_weight"": 30}",base,,0.25877,0.20896,2,0.34048,0.87833,0.85035,0.16082,0.42518,0.35828,0.25625,0.17318,0.17891,0.29528,0.24395,0.23775,0.85333,0.81083,0.0425,0.00028,0.81111,consistent,0.90909,0.85943,0.86551,0.81023,0.78583,0.76333,0.92778,0.90583,0.02194,0.0,0.90583,consistent,0.9638,0.94024,0.94142,0.91254,0.87833,0.865,0.95722,0.94778,0.00944,0.0,0.94778,consistent,0.98485,0.97559,0.96947,0.95627,0.9175,0.91167,0.99389,0.99389,0.0,0.0,0.99389,consistent,1.0,1.0,1.0,1.0,0.98167,0.98167,F2,14,289671,277.1,999,False,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",base,0.14286,0.23767,0.18551,2,0.34037,0.8675,0.84499,0.16099,0.42249,0.3511,0.25171,0.16938,0.07036,0.24209,0.23581,0.2352,0.84639,0.80389,0.0425,0.00139,0.80528,consistent,0.90993,0.8569,0.85314,0.80446,0.77667,0.75083,0.91833,0.89528,0.02306,0.0,0.89528,consistent,0.9638,0.93013,0.91997,0.89356,0.87167,0.8625,0.95528,0.94333,0.01194,0.0,0.94333,consistent,0.98064,0.96633,0.9604,0.94884,0.925,0.915,0.9925,0.99167,0.00083,0.0,0.99167,consistent,0.99411,0.99327,0.99505,0.9934,0.98833,0.98833,F2,14,289671,333.1,1000,True,0.0
raw,"{""max_depth"": 3, ""min_child_weight"": 5}",base,,0.24365,0.20982,1,0.40071,0.90056,0.86408,0.14881,0.43204,0.355,0.24005,0.14942,0.13659,0.27772,0.23921,0.21475,0.8625,0.80111,0.06139,0.0,0.80111,consistent,0.91667,0.84259,0.84818,0.77228,0.82333,0.78917,0.92889,0.89444,0.03444,0.0,0.89444,consistent,0.95791,0.91751,0.92409,0.88614,0.905,0.88,0.96778,0.94806,0.01972,0.0,0.94806,consistent,0.98653,0.96633,0.96452,0.94142,0.9525,0.93667,0.99889,0.99861,0.00028,0.0,0.99861,consistent,1.0,1.0,1.0,1.0,0.99667,0.99583,F3,7,323271,271.7,1000,True,0.0
norm,"{""max_depth"": 3, ""min_child_weight"": 5}",base,0.14286,0.22687,0.19305,1,0.40005,0.89833,0.85888,0.14695,0.42944,0.34842,0.23684,0.14842,0.05115,0.23772,0.22934,0.21374,0.85778,0.79389,0.06389,0.0,0.79389,consistent,0.91246,0.82744,0.84571,0.77393,0.81583,0.78083,0.92806,0.88889,0.03917,0.0,0.88889,consistent,0.96212,0.91246,0.91667,0.87046,0.90583,0.88417,0.965,0.94389,0.02111,0.0,0.94389,consistent,0.98148,0.95623,0.96287,0.93647,0.95083,0.93917,0.99667,0.995,0.00167,0.0,0.995,consistent,0.99832,0.99747,0.9967,0.99422,0.995,0.99333,F3,7,323271,300.7,1000,True,0.0
raw,"{""max_depth"": 3, ""min_child_weight"": 30}",base,,0.24257,0.2086,1,0.3695,0.88222,0.84726,0.15681,0.42363,0.34594,0.23046,0.14696,0.15159,0.27555,0.23819,0.21466,0.85333,0.80333,0.05,0.0,0.80333,consistent,0.90909,0.84091,0.83746,0.78383,0.81417,0.78583,0.92361,0.88972,0.03389,0.0,0.88972,consistent,0.95875,0.9133,0.91007,0.87294,0.9025,0.88333,0.96444,0.95028,0.01417,0.0,0.95028,consistent,0.98401,0.97222,0.96122,0.94059,0.94833,0.93833,0.99833,0.99833,0.0,0.0,0.99833,consistent,1.0,1.0,1.0,1.0,0.995,0.995,F3,10,322371,258.1,1000,True,0.0
raw,"{""max_depth"": 6, ""min_child_weight"": 5}",base,,0.23907,0.20724,1,0.37304,0.87167,0.83292,0.15956,0.41646,0.33892,0.2281,0.1454,0.14596,0.26633,0.23173,0.21977,0.85,0.79694,0.05306,0.0,0.79694,consistent,0.90741,0.83502,0.84241,0.78713,0.80083,0.76917,0.92417,0.88639,0.03778,0.0,0.88639,consistent,0.96044,0.91751,0.91997,0.87129,0.8925,0.87083,0.95972,0.945,0.01472,0.0,0.945,consistent,0.98316,0.96886,0.96122,0.93977,0.935,0.92667,0.99667,0.99667,0.0,0.0,0.99667,consistent,1.0,1.0,1.0,1.0,0.99,0.99,F3,10,322371,314.5,998,False,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 5}",base,0.14286,0.21985,0.18386,1,0.36866,0.86111,0.83129,0.15953,0.41565,0.33084,0.22358,0.13908,0.05044,0.22462,0.22095,0.21408,0.84889,0.79444,0.05444,0.00083,0.79528,consistent,0.89983,0.82997,0.83251,0.76898,0.815,0.785,0.91361,0.88083,0.03278,0.00028,0.88111,consistent,0.95034,0.90236,0.90099,0.86304,0.89,0.8775,0.96167,0.93833,0.02333,0.0,0.93833,consistent,0.98064,0.95286,0.95792,0.92904,0.94667,0.93333,0.99694,0.99611,0.00083,0.0,0.99611,consistent,0.99747,0.99747,0.9967,0.99505,0.99667,0.99583,F3,10,322371,393.5,1000,True,0.0
raw,"{""max_depth"": 6, ""min_child_weight"": 30}",base,,0.25114,0.21774,1,0.33379,0.85167,0.87022,0.17001,0.43511,0.35126,0.23763,0.15077,0.16207,0.28435,0.24217,0.22766,0.83806,0.78944,0.04861,0.0,0.78944,consistent,0.89815,0.82576,0.81683,0.77063,0.8,0.7725,0.91556,0.8875,0.02806,0.0,0.8875,consistent,0.95286,0.92508,0.91172,0.86799,0.8825,0.87,0.95556,0.94278,0.01278,0.0,0.94278,consistent,0.98064,0.96886,0.95627,0.94059,0.93,0.91917,0.99639,0.99639,0.0,0.0,0.99639,consistent,1.0,1.0,1.0,1.0,0.98917,0.98917,F3,14,321171,313.2,1000,True,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",base,0.14286,0.22983,0.19594,1,0.33478,0.83472,0.86928,0.1682,0.43464,0.34517,0.23209,0.14492,0.05395,0.23583,0.23176,0.222,0.83333,0.78028,0.05306,0.00222,0.7825,consistent,0.8931,0.82323,0.80776,0.75495,0.8,0.76333,0.90778,0.87861,0.02917,0.00083,0.87944,consistent,0.94108,0.90404,0.89686,0.85974,0.88583,0.8725,0.95389,0.93972,0.01417,0.0,0.93972,consistent,0.97054,0.95286,0.94637,0.93152,0.945,0.935,0.99583,0.99444,0.00139,0.0,0.99444,consistent,0.99663,0.99495,0.99587,0.9934,0.995,0.995,F3,14,321171,359.9,995,False,0.0
raw,"{""max_depth"": 3, ""min_child_weight"": 5}",base,,0.34386,0.20857,0,0.38266,0.905,1.29025,0.2508,0.64512,0.50081,0.31015,0.19215,0.16412,0.60271,0.23159,0.20099,0.86333,0.78944,0.07389,0.0,0.78944,consistent,0.91246,0.80808,0.86634,0.78465,0.81167,0.77583,0.93833,0.89917,0.03917,0.0,0.89917,consistent,0.96128,0.91246,0.93977,0.89769,0.91417,0.8875,0.97056,0.95583,0.01472,0.0,0.95583,consistent,0.97896,0.9638,0.97277,0.95627,0.96,0.9475,0.99861,0.99861,0.0,0.0,0.99861,consistent,1.0,1.0,1.0,1.0,0.99583,0.99583,F4,7,348471,279.4,1000,True,0.0
norm,"{""max_depth"": 3, ""min_child_weight"": 5}",base,0.14286,0.32168,0.19474,0,0.38525,0.90528,1.30012,0.24797,0.65006,0.47977,0.28397,0.19347,0.07483,0.54792,0.22036,0.20003,0.86444,0.78833,0.07611,0.00028,0.78861,consistent,0.9032,0.7963,0.86634,0.79043,0.82417,0.77833,0.94,0.90528,0.03472,0.0,0.90528,consistent,0.96128,0.90488,0.93977,0.90429,0.91917,0.90667,0.97111,0.955,0.01611,0.0,0.955,consistent,0.98148,0.96296,0.97525,0.95627,0.95667,0.94583,0.99639,0.99472,0.00167,0.0,0.99472,consistent,0.99747,0.99411,0.9967,0.9967,0.995,0.99333,F4,7,348471,331.5,1000,True,0.0
raw,"{""max_depth"": 3, ""min_child_weight"": 30}",base,,0.40553,0.20833,0,0.36222,0.88306,1.43594,0.29122,0.71797,0.59014,0.40909,0.23438,0.1904,0.77477,0.24067,0.2065,0.86,0.80028,0.05972,0.0,0.80028,consistent,0.90152,0.81061,0.85644,0.79868,0.8225,0.79167,0.92528,0.89583,0.02944,0.0,0.89583,consistent,0.94949,0.90488,0.92079,0.89604,0.90583,0.88667,0.96833,0.95222,0.01611,0.0,0.95222,consistent,0.9798,0.96212,0.96782,0.94224,0.9575,0.9525,0.99861,0.99861,0.0,0.0,0.99861,consistent,1.0,1.0,1.0,1.0,0.99583,0.99583,F4,10,347571,289.4,1000,True,0.0
raw,"{""max_depth"": 6, ""min_child_weight"": 5}",base,,0.41313,0.20495,0,0.36074,0.87972,1.43932,0.28232,0.71966,0.60257,0.42079,0.2603,0.19313,0.78544,0.23905,0.22036,0.84861,0.78667,0.06194,0.0,0.78667,consistent,0.89226,0.79798,0.83911,0.78135,0.815,0.78083,0.92222,0.88833,0.03389,0.0,0.88833,consistent,0.95539,0.90572,0.91007,0.87789,0.90167,0.88167,0.96444,0.94583,0.01861,0.0,0.94583,consistent,0.98232,0.96549,0.96452,0.93482,0.94667,0.9375,0.99667,0.99667,0.0,0.0,0.99667,consistent,1.0,1.0,1.0,1.0,0.99,0.99,F4,10,347571,331.2,1000,True,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 5}",base,0.14286,0.39466,0.18701,0,0.37236,0.87833,1.52126,0.28022,0.76063,0.60859,0.41201,0.23078,0.0757,0.75494,0.22613,0.20818,0.85,0.78111,0.06889,0.00028,0.78139,consistent,0.88552,0.79125,0.84406,0.7764,0.82083,0.77583,0.92417,0.88861,0.03556,0.0,0.88861,consistent,0.94697,0.89562,0.91337,0.87129,0.9125,0.89917,0.96333,0.94639,0.01694,0.0,0.94639,consistent,0.97643,0.95623,0.95792,0.93812,0.95583,0.945,0.99694,0.99389,0.00306,0.0,0.99389,consistent,0.99663,0.99242,0.99835,0.99505,0.99583,0.99417,F4,10,347571,418.6,987,False,0.0
raw,"{""max_depth"": 6, ""min_child_weight"": 30}",base,,0.49135,0.21838,0,0.34153,0.85333,1.78916,0.35364,0.89458,0.69727,0.4805,0.29303,0.22907,0.979,0.2537,0.24859,0.82389,0.76778,0.05611,0.0,0.76778,consistent,0.883,0.79125,0.80776,0.7566,0.78167,0.75583,0.90472,0.87194,0.03278,0.0,0.87194,consistent,0.94865,0.91077,0.89769,0.85149,0.86833,0.85417,0.95389,0.93556,0.01833,0.0,0.93556,consistent,0.97811,0.95875,0.95297,0.92822,0.93083,0.92,0.99611,0.99611,0.0,0.0,0.99611,consistent,1.0,1.0,1.0,1.0,0.98833,0.98833,F4,14,346371,328.5,1000,True,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",base,0.14286,0.4562,0.19659,0,0.34754,0.84972,1.82301,0.35316,0.91151,0.71184,0.4262,0.24382,0.0907,0.90362,0.24008,0.23154,0.81639,0.76083,0.05556,0.00083,0.76167,consistent,0.87037,0.77862,0.79455,0.73845,0.785,0.76583,0.90722,0.87444,0.03278,0.0,0.87444,consistent,0.93939,0.90067,0.89191,0.84653,0.89083,0.87667,0.95861,0.93861,0.02,0.0,0.93861,consistent,0.97306,0.94444,0.95627,0.93317,0.94667,0.93833,0.995,0.99194,0.00306,0.0,0.99194,consistent,0.99411,0.99074,0.9967,0.99422,0.99417,0.99083,F4,14,346371,342.0,999,False,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",xs,0.14286,0.20815,0.18223,2,0.36605,0.89111,0.78237,0.14309,0.39118,0.31393,0.2149,0.13537,0.05045,0.22231,0.21325,0.18894,0.87722,0.8075,0.06972,0.00278,0.81028,consistent,0.91246,0.8367,0.87871,0.7962,0.84083,0.79,0.93667,0.89889,0.03778,0.00083,0.89972,consistent,0.9638,0.91162,0.93069,0.89109,0.91583,0.89417,0.96806,0.94944,0.01861,0.0,0.94944,consistent,0.98316,0.96212,0.96452,0.94142,0.95667,0.945,0.99611,0.99417,0.00194,0.0,0.99417,consistent,0.99832,0.99579,0.99587,0.9934,0.99417,0.99333,F1,7,266571,357.0,999,False,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",ev,0.14286,0.21635,0.18686,2,0.31211,0.84333,0.80473,0.15607,0.40236,0.32133,0.21882,0.1422,0.05731,0.22613,0.22641,0.19641,0.84444,0.79556,0.04889,0.00111,0.79667,consistent,0.89394,0.82492,0.83416,0.77888,0.80583,0.78333,0.91333,0.89111,0.02222,0.0,0.89111,consistent,0.9436,0.91835,0.90264,0.88284,0.89417,0.8725,0.96028,0.945,0.01528,0.0,0.945,consistent,0.97896,0.95623,0.94967,0.93729,0.9525,0.94167,0.99528,0.99333,0.00194,0.0,0.99333,consistent,0.99663,0.99495,0.99422,0.99092,0.995,0.99417,F1,14,264471,402.2,975,False,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",xs,0.14286,0.23267,0.18282,2,0.39339,0.8975,0.83471,0.14307,0.41735,0.35333,0.24946,0.16849,0.06429,0.24003,0.22824,0.22989,0.86472,0.80278,0.06194,0.00139,0.80417,consistent,0.91751,0.82912,0.86139,0.80116,0.81583,0.77833,0.93028,0.8875,0.04278,0.00056,0.88806,consistent,0.9596,0.91414,0.93399,0.87624,0.8975,0.8725,0.96111,0.94583,0.01528,0.0,0.94583,consistent,0.98064,0.96212,0.96452,0.94719,0.93833,0.92833,0.99278,0.99167,0.00111,0.0,0.99167,consistent,0.99579,0.99411,0.99422,0.99422,0.98833,0.98667,F2,7,291771,391.6,999,False,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",ev,0.14286,0.23791,0.18663,2,0.33982,0.86889,0.84607,0.16089,0.42303,0.35248,0.25123,0.16908,0.07074,0.24188,0.23584,0.2361,0.83917,0.79833,0.04083,0.00111,0.79944,consistent,0.90825,0.85522,0.84241,0.80198,0.7675,0.73833,0.91778,0.89139,0.02639,0.0,0.89139,consistent,0.9596,0.92593,0.92079,0.89274,0.87333,0.85583,0.95667,0.94472,0.01194,0.0,0.94472,consistent,0.98148,0.96465,0.96287,0.9505,0.92583,0.91917,0.99306,0.99167,0.00139,0.0,0.99167,consistent,0.99495,0.99327,0.99587,0.9934,0.98833,0.98833,F2,14,289671,428.9,1000,True,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",xs,0.14286,0.22349,0.18839,1,0.39782,0.88444,0.84919,0.15068,0.42459,0.34334,0.23072,0.14392,0.04771,0.23115,0.22487,0.2146,0.86056,0.79361,0.06694,0.00111,0.79472,consistent,0.91414,0.81987,0.84571,0.7731,0.8225,0.78833,0.92833,0.88833,0.04,0.00028,0.88861,consistent,0.9596,0.90909,0.92492,0.87376,0.90083,0.8825,0.96389,0.94306,0.02083,0.0,0.94306,consistent,0.98148,0.9537,0.96287,0.94059,0.9475,0.935,0.99667,0.99417,0.0025,0.0,0.99417,consistent,0.99747,0.99411,0.99587,0.99257,0.99667,0.99583,F3,7,323271,424.4,999,False,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",ev,0.14286,0.23014,0.19604,1,0.33531,0.83222,0.86957,0.16945,0.43479,0.34577,0.23238,0.14448,0.05399,0.23613,0.23152,0.22288,0.83194,0.77861,0.05333,0.00222,0.78083,consistent,0.89226,0.81987,0.80611,0.75248,0.79833,0.76417,0.90833,0.88028,0.02806,0.0,0.88028,consistent,0.94192,0.90657,0.89604,0.85809,0.8875,0.87667,0.95611,0.94167,0.01444,0.0,0.94167,consistent,0.97138,0.95286,0.95132,0.93152,0.94583,0.94083,0.99583,0.99417,0.00167,0.0,0.99417,consistent,0.99663,0.99495,0.99587,0.99257,0.995,0.995,F3,14,321171,495.5,997,False,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",xs,0.14286,0.31933,0.19114,0,0.37814,0.89444,1.26289,0.242,0.63144,0.49944,0.29686,0.18104,0.06518,0.5436,0.2192,0.19843,0.85694,0.77472,0.08222,0.00139,0.77611,consistent,0.90236,0.78367,0.85066,0.76568,0.81833,0.775,0.9325,0.89611,0.03639,0.0,0.89611,consistent,0.96128,0.90741,0.92574,0.88779,0.91083,0.89333,0.9675,0.94917,0.01833,0.0,0.94917,consistent,0.97559,0.95623,0.96947,0.94637,0.9575,0.945,0.99639,0.99333,0.00306,0.0,0.99333,consistent,0.99832,0.99074,0.9967,0.9967,0.99417,0.9925,F4,7,348471,478.8,998,False,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",ev,0.14286,0.44576,0.19623,0,0.3471,0.84944,1.78789,0.35425,0.89395,0.6745,0.41027,0.2528,0.08879,0.87421,0.23918,0.23023,0.82167,0.76722,0.05444,0.00083,0.76806,consistent,0.87374,0.78535,0.79785,0.74835,0.79417,0.76833,0.90944,0.87778,0.03167,0.0,0.87778,consistent,0.93771,0.90572,0.90017,0.85149,0.89083,0.87667,0.95639,0.93889,0.0175,0.0,0.93889,consistent,0.97138,0.94613,0.95462,0.93317,0.94333,0.9375,0.99444,0.99167,0.00278,0.0,0.99167,consistent,0.99327,0.9899,0.9967,0.99422,0.99333,0.99083,F4,14,346371,433.4,1000,True,0.0
norm,"{""max_depth"": 3, ""min_child_weight"": 30}",base,0.14286,0.21202,0.18748,2,0.36957,0.90667,0.79031,0.14081,0.39515,0.31832,0.21861,0.14305,0.05615,0.22691,0.21618,0.19303,0.88083,0.81694,0.06389,0.00028,0.81722,consistent,0.92003,0.8468,0.88531,0.80281,0.8375,0.80167,0.94222,0.91222,0.03,0.0,0.91222,consistent,0.97054,0.92929,0.93482,0.90677,0.92167,0.90083,0.96889,0.955,0.01389,0.0,0.955,consistent,0.98485,0.96886,0.96535,0.94719,0.95667,0.94917,0.99528,0.99472,0.00056,0.0,0.99472,consistent,0.99832,0.99663,0.99505,0.99505,0.9925,0.9925,F1,7,266571,247.2,1000,True,0.0
