variant,cfg,arm,floor,sp_mean,sp_median,sp_excluded,wape_median,interval80,mase_median_fc,sp_0.1,sp_0.5,sp_0.8,sp_0.9,sp_0.95,sp_0.99,sp_low,sp_mid,sp_high,cov_hi_0.8,cov_lo_0.8,tie_0.8,zero_share_0.8,raw_cov_0.8,status_0.8,cov_hi_0.8_low,cov_lo_0.8_low,cov_hi_0.8_mid,cov_lo_0.8_mid,cov_hi_0.8_high,cov_lo_0.8_high,cov_hi_0.9,cov_lo_0.9,tie_0.9,zero_share_0.9,raw_cov_0.9,status_0.9,cov_hi_0.9_low,cov_lo_0.9_low,cov_hi_0.9_mid,cov_lo_0.9_mid,cov_hi_0.9_high,cov_lo_0.9_high,cov_hi_0.95,cov_lo_0.95,tie_0.95,zero_share_0.95,raw_cov_0.95,status_0.95,cov_hi_0.95_low,cov_lo_0.95_low,cov_hi_0.95_mid,cov_lo_0.95_mid,cov_hi_0.95_high,cov_lo_0.95_high,cov_hi_0.99,cov_lo_0.99,tie_0.99,zero_share_0.99,raw_cov_0.99,status_0.99,cov_hi_0.99_low,cov_lo_0.99_low,cov_hi_0.99_mid,cov_lo_0.99_mid,cov_hi_0.99_high,cov_lo_0.99_high,fold,P,n_fit,fit_seconds,n_rounds,hit_cap,crossing_share
norm,"{""max_depth"": 3, ""min_child_weight"": 30}",base,0.14286,0.21081,0.18229,2,0.34443,0.89639,0.77851,0.14286,0.38925,0.3126,0.21543,0.14522,0.05952,0.22696,0.21374,0.19184,0.87583,0.82472,0.05111,0.00111,0.82583,consistent,0.92845,0.85269,0.86634,0.81436,0.83333,0.8075,0.94444,0.92028,0.02417,0.00056,0.92083,consistent,0.96886,0.93687,0.94224,0.91502,0.9225,0.90917,0.96889,0.96167,0.00722,0.0,0.96167,consistent,0.98569,0.97727,0.9637,0.9571,0.9575,0.95083,0.99694,0.99528,0.00167,0.0,0.99528,consistent,0.99916,0.99747,0.9967,0.9934,0.995,0.995,F1,10,265671,265.8,1000,True,0.0
norm,"{""max_depth"": 3, ""min_child_weight"": 30}",base,0.14286,0.22169,0.19291,2,0.31747,0.87389,0.81176,0.15444,0.40588,0.32754,0.22802,0.15092,0.06333,0.22971,0.23157,0.20367,0.86278,0.82528,0.0375,0.0,0.82528,consistent,0.9133,0.8569,0.84571,0.81353,0.83,0.80583,0.93028,0.91417,0.01611,0.0,0.91417,consistent,0.96212,0.9436,0.91584,0.89521,0.91333,0.90417,0.96389,0.95417,0.00972,0.0,0.95417,consistent,0.98316,0.96801,0.95297,0.94554,0.95583,0.94917,0.99611,0.99528,0.00083,0.0,0.99528,consistent,0.99916,0.99916,0.99422,0.9934,0.995,0.99333,F1,14,264471,260.6,1000,True,0.0
norm,"{""max_depth"": 3, ""min_child_weight"": 30}",base,0.14286,0.23856,0.18924,2,0.40071,0.90333,0.85037,0.144,0.42519,0.35833,0.25508,0.17745,0.07133,0.24413,0.23522,0.23645,0.87167,0.80889,0.06278,0.00306,0.81194,consistent,0.91162,0.82155,0.86716,0.80363,0.83667,0.80167,0.93667,0.90222,0.03444,0.0,0.90222,consistent,0.96128,0.9133,0.93894,0.90182,0.91,0.89167,0.96361,0.94944,0.01417,0.0,0.94944,consistent,0.98401,0.96633,0.96452,0.95132,0.9425,0.93083,0.9925,0.99167,0.00083,0.0,0.99167,consistent,0.99663,0.99663,0.99257,0.99257,0.98833,0.98583,F2,7,291771,291.4,1000,True,0.0
norm,"{""max_depth"": 3, ""min_child_weight"": 30}",base,0.14286,0.23155,0.18253,2,0.36624,0.88778,0.81789,0.14548,0.40895,0.34533,0.24854,0.17172,0.06927,0.23938,0.23361,0.22169,0.86306,0.81444,0.04861,0.0,0.81444,consistent,0.91667,0.84175,0.85891,0.81436,0.81417,0.7875,0.93056,0.90278,0.02778,0.0,0.90278,consistent,0.96465,0.93013,0.92904,0.89521,0.89833,0.88333,0.96472,0.95278,0.01194,0.0,0.95278,consistent,0.98232,0.97222,0.96865,0.94967,0.94333,0.93667,0.99528,0.99417,0.00111,0.0,0.99417,consistent,0.99663,0.99663,0.9967,0.99505,0.9925,0.99083,F2,10,290871,300.6,1000,True,0.0
norm,"{""max_depth"": 3, ""min_child_weight"": 30}",base,0.14286,0.24549,0.19079,2,0.34848,0.87722,0.86375,0.16061,0.43187,0.36215,0.26103,0.18036,0.07689,0.2505,0.24732,0.23864,0.85389,0.81056,0.04333,0.00278,0.81333,consistent,0.9032,0.83418,0.85479,0.81271,0.80417,0.785,0.92667,0.90417,0.0225,0.0,0.90417,consistent,0.96128,0.93013,0.92904,0.90677,0.89,0.87583,0.95889,0.94806,0.01083,0.0,0.94806,consistent,0.98485,0.97054,0.96205,0.95132,0.93,0.9225,0.99417,0.99361,0.00056,0.0,0.99361,consistent,0.99579,0.99411,0.99587,0.99587,0.99083,0.99083,F2,14,289671,299.0,1000,True,0.0
norm,"{""max_depth"": 3, ""min_child_weight"": 30}",base,0.14286,0.22687,0.19275,1,0.40014,0.89806,0.85937,0.14682,0.42968,0.34851,0.23705,0.14807,0.05111,0.23778,0.22937,0.21366,0.85694,0.7925,0.06444,0.00028,0.79278,consistent,0.91246,0.82576,0.84488,0.7731,0.81417,0.77917,0.92806,0.88861,0.03944,0.0,0.88861,consistent,0.96296,0.91246,0.91667,0.87046,0.905,0.88333,0.96556,0.94444,0.02111,0.0,0.94444,consistent,0.98148,0.95623,0.96287,0.93729,0.9525,0.94,0.99667,0.995,0.00167,0.0,0.995,consistent,0.99832,0.99747,0.9967,0.99422,0.995,0.99333,F3,7,323271,336.3,1000,True,0.0
norm,"{""max_depth"": 3, ""min_child_weight"": 30}",base,0.14286,0.22341,0.18781,1,0.36846,0.88056,0.83954,0.1528,0.41977,0.34001,0.2294,0.14399,0.05451,0.22986,0.22771,0.21276,0.8525,0.79806,0.05444,0.00167,0.79972,consistent,0.90909,0.84175,0.82921,0.77558,0.82,0.7775,0.91583,0.88861,0.02722,0.0,0.88861,consistent,0.95034,0.91582,0.90017,0.86881,0.8975,0.88167,0.96528,0.94694,0.01833,0.0,0.94694,consistent,0.98316,0.95707,0.9571,0.93729,0.95583,0.94667,0.9975,0.99611,0.00139,0.0,0.99611,consistent,0.99916,0.99832,0.99752,0.99505,0.99583,0.995,F3,10,322371,332.3,1000,True,0.0
norm,"{""max_depth"": 3, ""min_child_weight"": 30}",base,0.14286,0.23395,0.1988,1,0.33413,0.865,0.88227,0.16544,0.44114,0.35296,0.23682,0.14802,0.05934,0.24326,0.23854,0.2202,0.83028,0.78389,0.04639,0.00222,0.78528,consistent,0.88889,0.82912,0.80611,0.7566,0.79667,0.76667,0.91639,0.885,0.03139,0.0,0.885,consistent,0.94444,0.90741,0.90017,0.86304,0.905,0.885,0.95861,0.94306,0.01556,0.0,0.94306,consistent,0.9798,0.96044,0.94637,0.92739,0.95,0.94167,0.99667,0.99583,0.00083,0.0,0.99583,consistent,0.99832,0.99832,0.99752,0.99505,0.99417,0.99417,F3,14,321171,319.1,1000,True,0.0
norm,"{""max_depth"": 3, ""min_child_weight"": 30}",base,0.14286,0.3193,0.19426,0,0.38549,0.90472,1.30414,0.24829,0.65207,0.47932,0.28542,0.17594,0.07477,0.54038,0.22042,0.2003,0.86333,0.78722,0.07611,0.00028,0.7875,consistent,0.90404,0.79545,0.86469,0.78878,0.82167,0.7775,0.93972,0.90417,0.03556,0.0,0.90417,consistent,0.96128,0.90657,0.93977,0.90347,0.91833,0.9025,0.96944,0.95389,0.01556,0.0,0.95389,consistent,0.97811,0.96128,0.97525,0.95627,0.955,0.94417,0.99639,0.99472,0.00167,0.0,0.99472,consistent,0.99747,0.99411,0.9967,0.9967,0.995,0.99333,F4,7,348471,349.7,1000,True,0.0
norm,"{""max_depth"": 3, ""min_child_weight"": 30}",base,0.14286,0.38298,0.19067,0,0.36497,0.88944,1.49531,0.29021,0.74766,0.58728,0.39029,0.19918,0.08326,0.72277,0.22715,0.20398,0.85722,0.79833,0.05889,0.00167,0.8,consistent,0.89899,0.81061,0.85066,0.79868,0.8225,0.78583,0.92972,0.89889,0.03083,0.0,0.89889,consistent,0.94865,0.9032,0.92739,0.89356,0.91333,0.9,0.96611,0.9525,0.01361,0.0,0.9525,consistent,0.97643,0.95707,0.96535,0.94884,0.95667,0.95167,0.99722,0.99667,0.00056,0.0,0.99667,consistent,0.99747,0.99663,0.99835,0.99752,0.99583,0.99583,F4,10,347571,370.6,1000,True,0.0
norm,"{""max_depth"": 3, ""min_child_weight"": 30}",base,0.14286,0.44994,0.20136,0,0.35151,0.87139,1.92818,0.36675,0.96409,0.66606,0.39388,0.21,0.09883,0.89013,0.23901,0.22718,0.82889,0.7775,0.05139,0.00333,0.78083,consistent,0.87795,0.80471,0.82013,0.77228,0.78917,0.75583,0.91861,0.88722,0.03139,0.0,0.88722,consistent,0.94613,0.90404,0.91584,0.88201,0.89417,0.87583,0.96194,0.94889,0.01306,0.0,0.94889,consistent,0.97391,0.95623,0.96452,0.95215,0.9475,0.93833,0.99528,0.99472,0.00056,0.0,0.99472,consistent,0.99495,0.99495,0.99752,0.99752,0.99333,0.99167,F4,14,346371,363.5,1000,True,0.0
raw,"{""max_depth"": 6, ""min_child_weight"": 30}",base,,0.22315,0.19539,2,0.36528,0.89611,0.78146,0.14273,0.39073,0.31211,0.21611,0.1401,0.13711,0.25851,0.22407,0.18721,0.87306,0.81528,0.05778,0.00028,0.81528,consistent,0.91498,0.84512,0.87541,0.80693,0.82917,0.79417,0.94,0.9075,0.0325,0.0,0.9075,consistent,0.97054,0.92761,0.93647,0.90017,0.91333,0.895,0.96944,0.95611,0.01333,0.0,0.95611,consistent,0.98822,0.97222,0.96535,0.94967,0.955,0.94667,0.99806,0.99806,0.0,0.0,0.99806,consistent,1.0,1.0,1.0,1.0,0.99417,0.99417,F1,7,266571,268.9,1000,True,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",base,0.14286,0.20868,0.1824,2,0.36437,0.89083,0.78146,0.14259,0.39073,0.31448,0.21574,0.13763,0.05093,0.2251,0.21304,0.18799,0.87333,0.80417,0.06917,0.00167,0.80583,consistent,0.91077,0.8367,0.87624,0.78795,0.83333,0.78833,0.93556,0.89694,0.03861,0.0,0.89694,consistent,0.96212,0.91077,0.92904,0.89109,0.91583,0.88917,0.96639,0.95139,0.015,0.0,0.95139,consistent,0.98064,0.96296,0.96287,0.94554,0.95583,0.94583,0.99639,0.995,0.00139,0.0,0.995,consistent,0.99747,0.99579,0.9967,0.99505,0.995,0.99417,F1,7,266571,348.0,1000,True,0.0
raw,"{""max_depth"": 3, ""min_child_weight"": 5}",base,,0.22748,0.20364,2,0.34405,0.89528,0.78302,0.14569,0.39151,0.31285,0.21581,0.14256,0.15645,0.26794,0.22544,0.18951,0.88444,0.83361,0.05083,0.0,0.83361,over,0.9234,0.85017,0.87129,0.81931,0.85917,0.83167,0.94139,0.91778,0.02361,0.0,0.91778,consistent,0.96717,0.93603,0.93647,0.90759,0.92083,0.91,0.97556,0.96417,0.01139,0.0,0.96417,consistent,0.9899,0.97811,0.97442,0.95792,0.9625,0.95667,0.99917,0.99917,0.0,0.0,0.99917,consistent,1.0,1.0,1.0,1.0,0.9975,0.9975,F1,10,265671,237.3,1000,True,0.0
norm,"{""max_depth"": 3, ""min_child_weight"": 5}",base,0.14286,0.21094,0.18266,2,0.34468,0.89694,0.77908,0.14284,0.38954,0.31298,0.21545,0.14552,0.05931,0.22735,0.21391,0.19168,0.875,0.82583,0.04917,0.00083,0.82667,consistent,0.92761,0.85185,0.86716,0.81683,0.83083,0.80917,0.94417,0.92056,0.02361,0.0,0.92056,consistent,0.96886,0.93603,0.94142,0.91667,0.9225,0.90917,0.96944,0.96139,0.00806,0.0,0.96139,consistent,0.98485,0.97727,0.96617,0.9571,0.9575,0.95,0.99694,0.99528,0.00167,0.0,0.99528,consistent,0.99916,0.99747,0.9967,0.9934,0.995,0.995,F1,10,265671,268.6,1000,True,0.0
raw,"{""max_depth"": 3, ""min_child_weight"": 30}",base,,0.24052,0.21796,2,0.31619,0.88111,0.81748,0.15687,0.40874,0.32739,0.22763,0.15001,0.17245,0.27633,0.24518,0.20031,0.86917,0.82833,0.04083,0.0,0.82833,consistent,0.91919,0.86364,0.85066,0.81023,0.83833,0.81167,0.93528,0.91639,0.01889,0.0,0.91639,consistent,0.96633,0.94276,0.91997,0.89356,0.92,0.91333,0.96639,0.95806,0.00833,0.0,0.95806,consistent,0.98822,0.98148,0.95545,0.94554,0.95583,0.9475,0.99861,0.99833,0.00028,0.0,0.99833,consistent,1.0,1.0,1.0,1.0,0.99583,0.995,F1,14,264471,216.7,1000,True,0.0
raw,"{""max_depth"": 6, ""min_child_weight"": 5}",base,,0.23697,0.21053,2,0.3176,0.85944,0.81527,0.15762,0.40764,0.3228,0.2226,0.14552,0.16567,0.27209,0.2397,0.19944,0.85333,0.80528,0.04806,0.00028,0.80556,consistent,0.90993,0.84428,0.84901,0.79703,0.80167,0.775,0.92833,0.905,0.02333,0.0,0.905,consistent,0.96886,0.94024,0.91749,0.89439,0.89917,0.88083,0.96306,0.95194,0.01111,0.0,0.95194,consistent,0.98401,0.97559,0.95875,0.94554,0.94667,0.935,0.99694,0.99694,0.0,0.0,0.99694,consistent,1.0,1.0,1.0,1.0,0.99083,0.99083,F1,14,264471,241.8,1000,True,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 5}",base,0.14286,0.21708,0.18964,2,0.31562,0.84667,0.8096,0.15695,0.4048,0.32462,0.21724,0.14133,0.05756,0.22661,0.22677,0.19777,0.83972,0.79528,0.04444,0.00194,0.79722,consistent,0.89226,0.82323,0.83086,0.78795,0.79667,0.775,0.91806,0.895,0.02306,0.0,0.895,consistent,0.94781,0.92003,0.90594,0.87954,0.90083,0.88583,0.96361,0.95028,0.01333,0.0,0.95028,consistent,0.98401,0.96296,0.95545,0.94307,0.95167,0.945,0.99472,0.99389,0.00083,0.0,0.99389,consistent,0.99663,0.99495,0.9934,0.99257,0.99417,0.99417,F1,14,264471,291.1,967,False,0.0
raw,"{""max_depth"": 6, ""min_child_weight"": 30}",base,,0.249,0.19747,2,0.39272,0.89861,0.83523,0.14357,0.41762,0.35691,0.2517,0.17354,0.15067,0.27763,0.23683,0.23307,0.86722,0.80861,0.05861,0.00056,0.80917,consistent,0.91582,0.84091,0.87294,0.81188,0.81333,0.77333,0.93333,0.89667,0.03667,0.0,0.89667,consistent,0.96549,0.92172,0.93729,0.89604,0.8975,0.8725,0.96444,0.94778,0.01667,0.0,0.94778,consistent,0.98822,0.9697,0.97112,0.95545,0.93417,0.91833,0.99722,0.99694,0.00028,0.0,0.99694,consistent,1.0,1.0,1.0,1.0,0.99167,0.99083,F2,7,291771,258.5,1000,True,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",base,0.14286,0.23185,0.1844,2,0.39227,0.89583,0.83069,0.1434,0.41535,0.35178,0.24895,0.16705,0.06456,0.23807,0.22836,0.22925,0.86583,0.80139,0.06444,0.005,0.80639,consistent,0.91751,0.82407,0.85891,0.79703,0.82167,0.78333,0.92972,0.88972,0.04,0.00028,0.89,consistent,0.95875,0.9133,0.93069,0.88119,0.9,0.875,0.96111,0.94639,0.01472,0.0,0.94639,consistent,0.98232,0.9638,0.96452,0.94719,0.93667,0.92833,0.9925,0.99167,0.00083,0.0,0.99167,consistent,0.99663,0.99411,0.99422,0.99422,0.98667,0.98667,F2,7,291771,319.1,999,False,0.0
raw,"{""max_depth"": 3, ""min_child_weight"": 5}",base,,0.24888,0.20071,2,0.3676,0.88667,0.82696,0.14866,0.41348,0.34989,0.24836,0.16716,0.16575,0.28226,0.2456,0.21918,0.86722,0.81556,0.05167,0.00389,0.81917,consistent,0.90909,0.84428,0.86881,0.81518,0.82417,0.7875,0.93278,0.90667,0.02611,0.0,0.90667,consistent,0.95791,0.92424,0.93647,0.90759,0.90417,0.88833,0.96833,0.955,0.01333,0.0,0.955,consistent,0.98737,0.97391,0.9736,0.95792,0.94417,0.93333,0.99722,0.99694,0.00028,0.0,0.99694,consistent,1.0,1.0,0.99917,0.99835,0.9925,0.9925,F2,10,290871,220.7,1000,True,0.0
norm,"{""max_depth"": 3, ""min_child_weight"": 5}",base,0.14286,0.23195,0.1843,2,0.37009,0.8875,0.82077,0.14571,0.41039,0.34573,0.24868,0.17185,0.06935,0.2394,0.234,0.22249,0.86444,0.81389,0.05056,0.00194,0.81583,consistent,0.91751,0.8367,0.85974,0.81683,0.81667,0.78833,0.93139,0.90389,0.0275,0.00083,0.90472,consistent,0.96465,0.92677,0.92987,0.90099,0.9,0.88417,0.965,0.95472,0.01028,0.0,0.95472,consistent,0.98232,0.97306,0.96782,0.95215,0.945,0.93917,0.99528,0.99417,0.00111,0.0,0.99417,consistent,0.99747,0.99663,0.99587,0.99505,0.9925,0.99083,F2,10,290871,249.1,1000,True,0.0
raw,"{""max_depth"": 3, ""min_child_weight"": 30}",base,,0.26461,0.21218,2,0.34181,0.87944,0.86668,0.16362,0.43334,0.36421,0.26287,0.17911,0.18451,0.30255,0.25722,0.23458,0.85917,0.81222,0.04694,0.00028,0.8125,consistent,0.90825,0.83754,0.86221,0.82673,0.8075,0.7725,0.93306,0.90917,0.02389,0.0,0.90917,consistent,0.96886,0.94192,0.93977,0.90842,0.89083,0.8775,0.96139,0.95472,0.00667,0.0,0.95472,consistent,0.98232,0.97811,0.96865,0.96122,0.93333,0.925,0.99583,0.99583,0.0,0.0,0.99583,consistent,1.0,1.0,1.0,1.0,0.9875,0.9875,F2,14,289671,218.9,1000,True,0.0
raw,"{""max_depth"": 6, ""min_child_weight"": 5}",base,,0.26127,0.21097,2,0.34526,0.87306,0.85773,0.16304,0.42887,0.36153,0.2594,0.17599,0.17879,0.29778,0.2447,0.24202,0.85139,0.80639,0.045,0.00194,0.80806,consistent,0.91498,0.86195,0.86634,0.81188,0.77333,0.74583,0.92472,0.90333,0.02139,0.0,0.90333,consistent,0.96212,0.93855,0.94224,0.91254,0.87,0.85917,0.95583,0.94694,0.00889,0.0,0.94694,consistent,0.98232,0.97475,0.96865,0.95545,0.91667,0.91083,0.99389,0.99389,0.0,0.0,0.99389,consistent,1.0,1.0,1.0,1.0,0.98167,0.98167,F2,14,289671,273.9,1000,True,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 5}",base,0.14286,0.24095,0.18793,2,0.35381,0.86889,0.86918,0.16134,0.43459,0.35717,0.25351,0.16879,0.07031,0.24752,0.2358,0.23971,0.84333,0.80111,0.04222,0.00361,0.80472,consistent,0.90909,0.85185,0.85149,0.80363,0.77,0.74833,0.91806,0.89389,0.02417,0.0,0.89389,consistent,0.95707,0.92845,0.92409,0.89026,0.87333,0.86333,0.95694,0.945,0.01194,0.0,0.945,consistent,0.9798,0.96717,0.96617,0.95297,0.925,0.915,0.99278,0.9925,0.00028,0.0,0.9925,consistent,0.99411,0.99327,0.99422,0.99422,0.99,0.99,F2,14,289671,321.7,974,False,0.0
raw,"{""max_depth"": 6, ""min_child_weight"": 30}",base,,0.24031,0.20415,1,0.39749,0.89222,0.85033,0.14893,0.42516,0.34658,0.23848,0.15087,0.13182,0.27012,0.23454,0.21692,0.86361,0.79472,0.06889,0.00083,0.79556,consistent,0.91751,0.82407,0.85396,0.77805,0.82,0.7825,0.93056,0.89583,0.03472,0.0,0.89583,consistent,0.96212,0.92172,0.92739,0.89026,0.9025,0.87583,0.96389,0.94417,0.01972,0.0,0.94417,consistent,0.98316,0.96549,0.96617,0.93977,0.9425,0.9275,0.9975,0.99722,0.00028,0.0,0.99722,consistent,1.0,1.0,1.0,1.0,0.9925,0.99167,F3,7,323271,292.8,1000,True,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",base,0.14286,0.22446,0.1887,1,0.39725,0.88306,0.848,0.15102,0.424,0.34567,0.23272,0.14513,0.04824,0.23246,0.22593,0.21515,0.85889,0.79167,0.06722,0.00111,0.79278,consistent,0.91414,0.82071,0.84406,0.76898,0.81917,0.78583,0.92806,0.89028,0.03778,0.0,0.89028,consistent,0.95875,0.91498,0.92492,0.87871,0.90083,0.8775,0.96333,0.94083,0.0225,0.0,0.94083,consistent,0.98148,0.95455,0.96205,0.93647,0.94667,0.93167,0.99667,0.99361,0.00306,0.0,0.99361,consistent,0.99747,0.99411,0.9967,0.99175,0.99583,0.995,F3,7,323271,344.5,999,False,0.0
raw,"{""max_depth"": 3, ""min_child_weight"": 5}",base,,0.2423,0.20835,1,0.3692,0.88139,0.84586,0.15642,0.42293,0.34576,0.23004,0.14701,0.15166,0.2755,0.23816,0.21396,0.85167,0.80389,0.04778,0.0,0.80389,consistent,0.90657,0.84175,0.83828,0.7863,0.81083,0.78417,0.9225,0.89056,0.03194,0.0,0.89056,consistent,0.95791,0.91414,0.90842,0.87376,0.90167,0.88417,0.96389,0.94972,0.01417,0.0,0.94972,consistent,0.98401,0.97222,0.9604,0.93894,0.9475,0.93833,0.99833,0.99833,0.0,0.0,0.99833,consistent,1.0,1.0,1.0,1.0,0.995,0.995,F3,10,322371,243.7,1000,True,0.0
norm,"{""max_depth"": 3, ""min_child_weight"": 5}",base,0.14286,0.22347,0.18703,1,0.36834,0.88056,0.83891,0.15284,0.41946,0.34031,0.22952,0.1441,0.05458,0.22993,0.22777,0.21278,0.85139,0.79583,0.05556,0.00361,0.79917,consistent,0.90572,0.84175,0.83086,0.7764,0.81833,0.77,0.91667,0.88861,0.02806,0.0,0.88861,consistent,0.95118,0.91835,0.90099,0.86799,0.89833,0.88,0.96417,0.94583,0.01833,0.0,0.94583,consistent,0.98148,0.95623,0.9571,0.93729,0.95417,0.94417,0.9975,0.99611,0.00139,0.0,0.99611,consistent,0.99916,0.99832,0.99752,0.99505,0.99583,0.995,F3,10,322371,283.5,1000,True,0.0
raw,"{""max_depth"": 3, ""min_child_weight"": 30}",base,,0.25562,0.22216,1,0.33417,0.87194,0.88784,0.17023,0.44392,0.35966,0.23938,0.15246,0.16808,0.29565,0.24886,0.22323,0.84056,0.78944,0.05111,0.0,0.78944,consistent,0.90236,0.82576,0.81106,0.75908,0.80917,0.78417,0.9175,0.89333,0.02417,0.0,0.89333,consistent,0.95118,0.91751,0.91007,0.88119,0.89167,0.88167,0.96111,0.95111,0.01,0.0,0.95111,consistent,0.98485,0.97222,0.95545,0.94142,0.94333,0.94,0.9975,0.99722,0.00028,0.0,0.99722,consistent,1.0,1.0,1.0,1.0,0.9925,0.99167,F3,14,321171,243.3,1000,True,0.0
raw,"{""max_depth"": 6, ""min_child_weight"": 5}",base,,0.25328,0.22145,1,0.34121,0.84278,0.87865,0.17257,0.43932,0.35481,0.23903,0.15152,0.16243,0.28554,0.24175,0.23331,0.83611,0.7875,0.04861,0.0,0.7875,consistent,0.90236,0.82492,0.81601,0.77393,0.79083,0.76417,0.915,0.88639,0.02861,0.0,0.88639,consistent,0.9537,0.92508,0.90759,0.86469,0.88417,0.87,0.95528,0.94167,0.01361,0.0,0.94167,consistent,0.98232,0.96717,0.95462,0.93977,0.92917,0.91833,0.99639,0.99639,0.0,0.0,0.99639,consistent,1.0,1.0,1.0,1.0,0.98917,0.98917,F3,14,321171,297.5,998,False,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 5}",base,0.14286,0.23114,0.19896,1,0.33703,0.84028,0.87702,0.16805,0.43851,0.34419,0.23305,0.14471,0.05833,0.23768,0.23228,0.22359,0.83639,0.78222,0.05417,0.00083,0.78306,consistent,0.89394,0.81987,0.81188,0.7533,0.80417,0.77417,0.90944,0.88,0.02944,0.0,0.88,consistent,0.94276,0.90488,0.89521,0.85726,0.89083,0.87833,0.95611,0.94222,0.01389,0.0,0.94222,consistent,0.97306,0.95455,0.94802,0.93069,0.9475,0.94167,0.99583,0.99472,0.00111,0.0,0.99472,consistent,0.99663,0.99495,0.9967,0.99505,0.99417,0.99417,F3,14,321171,304.9,834,False,0.0
raw,"{""max_depth"": 6, ""min_child_weight"": 30}",base,,0.3406,0.20254,0,0.37842,0.90167,1.28172,0.245,0.64086,0.49795,0.30989,0.1866,0.16331,0.59079,0.22951,0.20513,0.86278,0.78778,0.075,0.0,0.78778,consistent,0.91246,0.79461,0.85479,0.78548,0.82167,0.78333,0.93444,0.89611,0.03833,0.0,0.89611,consistent,0.96128,0.91077,0.93152,0.88944,0.91083,0.88833,0.96694,0.95083,0.01611,0.0,0.95083,consistent,0.9798,0.96465,0.96947,0.94472,0.95167,0.94333,0.99778,0.99778,0.0,0.0,0.99778,consistent,1.0,1.0,1.0,1.0,0.99333,0.99333,F4,7,348471,327.4,999,False,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",base,0.14286,0.32068,0.19128,0,0.37801,0.89667,1.26515,0.24011,0.63257,0.4944,0.30592,0.18491,0.06619,0.54659,0.2191,0.19963,0.86,0.77417,0.08583,0.00306,0.77722,consistent,0.90657,0.77778,0.85396,0.76815,0.82,0.77667,0.93444,0.89639,0.03806,0.0,0.89639,consistent,0.96044,0.90572,0.92904,0.88861,0.91417,0.895,0.96722,0.95,0.01722,0.0,0.95,consistent,0.97559,0.95623,0.96947,0.94554,0.95667,0.94833,0.99667,0.99444,0.00222,0.0,0.99444,consistent,0.99832,0.99242,0.9967,0.9967,0.995,0.99417,F4,7,348471,373.2,992,False,0.0
raw,"{""max_depth"": 3, ""min_child_weight"": 5}",base,,0.40568,0.20799,0,0.36152,0.88306,1.43577,0.29108,0.71788,0.58973,0.41133,0.23338,0.19068,0.77504,0.24061,0.20674,0.86083,0.79944,0.06139,0.0,0.79944,consistent,0.90236,0.80976,0.85809,0.7995,0.8225,0.78917,0.92528,0.89444,0.03083,0.0,0.89444,consistent,0.95034,0.90488,0.92162,0.89191,0.90417,0.88667,0.96806,0.9525,0.01556,0.0,0.9525,consistent,0.9798,0.96296,0.967,0.94224,0.9575,0.9525,0.99861,0.99861,0.0,0.0,0.99861,consistent,1.0,1.0,1.0,1.0,0.99583,0.99583,F4,10,347571,260.6,1000,True,0.0
norm,"{""max_depth"": 3, ""min_child_weight"": 5}",base,0.14286,0.38427,0.1905,0,0.3654,0.88861,1.49282,0.29057,0.74641,0.58682,0.38892,0.20923,0.08369,0.72686,0.22709,0.20386,0.85833,0.79917,0.05917,0.0,0.79917,consistent,0.89899,0.80892,0.85231,0.79868,0.82417,0.79,0.92972,0.89861,0.03111,0.0,0.89861,consistent,0.94865,0.90236,0.92657,0.89356,0.91417,0.9,0.96694,0.95361,0.01333,0.0,0.95361,consistent,0.97727,0.95791,0.967,0.95132,0.95667,0.95167,0.99694,0.99639,0.00056,0.0,0.99639,consistent,0.99747,0.99663,0.99835,0.99752,0.995,0.995,F4,10,347571,298.0,1000,True,0.0
raw,"{""max_depth"": 3, ""min_child_weight"": 30}",base,,0.49504,0.22115,0,0.34419,0.86861,1.86544,0.36107,0.93272,0.74724,0.44872,0.2549,0.22559,1.00106,0.2552,0.23632,0.82806,0.7825,0.04556,0.0,0.7825,consistent,0.87458,0.80976,0.81931,0.76815,0.79083,0.77,0.91722,0.8875,0.02972,0.0,0.8875,consistent,0.95118,0.91162,0.91419,0.88284,0.88667,0.86833,0.96083,0.94861,0.01222,0.0,0.94861,consistent,0.98064,0.96296,0.95792,0.94554,0.94417,0.9375,0.99833,0.99833,0.0,0.0,0.99833,consistent,1.0,1.0,1.0,1.0,0.995,0.995,F4,14,346371,271.7,1000,True,0.0
