family,variant,cfg,arm,floor,fold,P,n_fit,fit_seconds,wape,mase,mase_median,mase_series,mase_excluded,mae,rmse,share_y_le_forecast,wape_low,wape_mid,wape_high
xgb,norm,"{""max_depth"": 3, ""min_child_weight"": 5}",all,0.07142857142857142,F4,14,346371,4.2,0.37687576985617105,1.890691436094433,0.8199529948682398,300,0,6.901537535491132,15.060092878219669,0.5708333333333333,0.5046116929004344,0.3788339970165766,0.3609986791431296
xgb,norm,"{""max_depth"": 6, ""min_child_weight"": 5}",all,0.07142857142857142,F4,14,346371,3.4,0.3664685667466276,1.8182545732243232,0.8081641639408814,300,0,6.710955628547618,14.437984065370626,0.5636111111111111,0.49353461444265273,0.3747038314956183,0.34873000455658637
lr,raw,{},no_sum364,,F1,7,266571,2.3,0.3927374494906705,0.8725234251399159,0.7867269527831087,298,2,3.6213665655118907,6.409968704846662,0.5958333333333333,0.7238687332658119,0.465917676834305,0.3411457767799666
lr,norm,{},no_sum364,0.07142857142857142,F1,7,266571,2.2,0.4978655274053054,1.0152582917224304,0.8369556741103644,298,2,4.59073505061642,9.142587440904366,0.6222222222222222,0.7338844679094838,0.5254508330955425,0.4680938038157961
rf,raw,"{""max_depth"": 10, ""min_samples_leaf"": 20}",no_sum364,,F1,7,266571,1.5,0.3758920469010292,0.8238294230710783,0.7542970575473373,298,2,3.466037915799906,6.307352605893116,0.6058333333333333,0.6945230952174788,0.44322776217316645,0.3271259638632667
rf,norm,"{""max_depth"": 16, ""min_samples_leaf"": 60}",no_sum364,0.07142857142857142,F1,7,266571,1.9,0.3841270739402457,0.8383337323653599,0.7513856234787502,298,2,3.5419717276240155,6.423418563436063,0.6122222222222222,0.6989933941687821,0.45124549122255975,0.3357724306856163
xgb,raw,"{""max_depth"": 3, ""min_child_weight"": 30}",no_sum364,,F1,7,266571,4.3,0.3863386397148574,0.85943262539188,0.7786642858269156,298,2,3.562364207037414,6.409111718549907,0.6105555555555555,0.7417811618807276,0.45212727098395755,0.33459554653331197
xgb,norm,"{""max_depth"": 3, ""min_child_weight"": 30}",no_sum364,0.07142857142857142,F1,7,266571,2.4,0.40930499808273857,0.8784314770631704,0.7860098821421211,298,2,3.774133169821252,7.079745101606333,0.62,0.7331400392660469,0.46237539504950914,0.3641197157756507
rf,raw,"{""max_depth"": 10, ""min_samples_leaf"": 20}",no_item,,F1,7,266571,1.5,0.3739722198677778,0.8200588256066194,0.7413295264549964,298,2,3.448335510697468,6.257103667490478,0.6036111111111111,0.6914806513871173,0.441320483192026,0.32530679109852395
rf,raw,"{""max_depth"": 10, ""min_samples_leaf"": 20}",no_ids,,F1,7,266571,1.2,0.37487031033796225,0.8227329892546448,0.7466109814800918,298,2,3.4566166532412934,6.267508851001858,0.6038888888888889,0.6951257930814558,0.4419563188082589,0.3260245447101166
rf,norm,"{""max_depth"": 16, ""min_samples_leaf"": 60}",no_item,0.07142857142857142,F1,7,266571,1.8,0.38625584304515626,0.8378234346275096,0.7634490771183051,298,2,3.561600752745545,6.448671895094268,0.6141666666666666,0.6972449795295798,0.4470348640910615,0.3400671695673299
rf,norm,"{""max_depth"": 16, ""min_samples_leaf"": 60}",no_ids,0.07142857142857142,F1,7,266571,1.7,0.3848156560117962,0.8383199316321921,0.7612394418484795,298,2,3.548321028142104,6.4028475271896665,0.6130555555555556,0.6990217953769782,0.4487461811042027,0.33743048717332225
xgb,raw,"{""max_depth"": 3, ""min_child_weight"": 30}",no_item,,F1,7,266571,4.6,0.38587650763829584,0.8571627266220644,0.7650995017845832,298,2,3.5581029641814528,6.386060578854424,0.6113888888888889,0.7364492234263934,0.450862644588692,0.3348141680829919
xgb,raw,"{""max_depth"": 3, ""min_child_weight"": 30}",no_ids,,F1,7,266571,3.2,0.3864931302663881,0.862109223319383,0.7708691692301273,298,2,3.5637887386646536,6.406844772218927,0.6116666666666667,0.7464523449453543,0.45133132115006447,0.3346014516135118
xgb,norm,"{""max_depth"": 3, ""min_child_weight"": 30}",no_item,0.07142857142857142,F1,7,266571,3.0,0.4084203075454873,0.8681450216242198,0.782023111501151,298,2,3.765975585825681,7.065033514680068,0.6197222222222222,0.7122721341316666,0.45905078379181397,0.36578545550647057
xgb,norm,"{""max_depth"": 3, ""min_child_weight"": 30}",no_ids,0.07142857142857142,F1,7,266571,2.6,0.4203055794088696,0.8817190919791672,0.7953463549223315,298,2,3.875567696799285,8.009576292565715,0.6169444444444444,0.7226779960987391,0.4568448532906556,0.38182244368795076
lr,raw,{},no_sum364,,F1,10,265671,2.4,0.3631452527693378,0.8630229312811204,0.7727236978531271,298,2,4.6208215941271735,8.519613276009567,0.5486111111111112,0.6838394295317275,0.4253393247561011,0.3162911364500898
lr,norm,{},no_sum364,0.07142857142857142,F1,10,265671,2.5,0.5277122011800489,1.0853896170479784,0.8614925825973658,298,2,6.714844586571022,13.606393623728536,0.6194444444444445,0.6987958461204381,0.5231482695185737,0.5133551130523658
rf,raw,"{""max_depth"": 10, ""min_samples_leaf"": 20}",no_sum364,,F1,10,265671,1.6,0.35343795152697044,0.8294067720864328,0.734561175585422,298,2,4.497301578763184,8.382123040020662,0.6288888888888889,0.6733976454234689,0.41087791606291807,0.30799102704707776
rf,norm,"{""max_depth"": 16, ""min_samples_leaf"": 60}",no_sum364,0.07142857142857142,F1,10,265671,1.9,0.36143377561118273,0.8461333318558402,0.7523407812212517,298,2,4.599043998110294,8.561593180933226,0.6275,0.6839544311788592,0.41613724641044825,0.3165240132914769
xgb,raw,"{""max_depth"": 3, ""min_child_weight"": 30}",no_sum364,,F1,10,265671,7.2,0.3548371592263971,0.8335447910691499,0.7558789219312434,298,2,4.515105719400776,8.439442440641377,0.5919444444444445,0.6760819463163126,0.40749087150275415,0.3106218215526187
xgb,norm,"{""max_depth"": 3, ""min_child_weight"": 30}",no_sum364,0.07142857142857142,F1,10,265671,1.4,0.38834274315009126,0.8946809816443675,0.7878237604861082,298,2,4.941445660616495,9.398464547669594,0.6597222222222222,0.7126697286901845,0.43534704457700785,0.34543796596118503
rf,raw,"{""max_depth"": 10, ""min_samples_leaf"": 20}",no_item,,F1,10,265671,1.5,0.35253234734779737,0.8268570969101527,0.74315732411342,298,2,4.485778268696639,8.321480776669425,0.6338888888888888,0.6689030484016357,0.40974919422960976,0.3074764823580801
rf,raw,"{""max_depth"": 10, ""min_samples_leaf"": 20}",no_ids,,F1,10,265671,1.2,0.35117646113335366,0.8242326641499483,0.7381785873447281,298,2,4.468525369887962,8.300817377558463,0.6302777777777778,0.6689298373008411,0.40659809221520743,0.3065001818210132
rf,norm,"{""max_depth"": 16, ""min_samples_leaf"": 60}",no_item,0.07142857142857142,F1,10,265671,1.8,0.36622837261724084,0.8411917250741697,0.7480553304681907,298,2,4.66005258134738,8.677698821008066,0.6305555555555555,0.6661626660193898,0.4127086121488922,0.3257017265279874
rf,norm,"{""max_depth"": 16, ""min_samples_leaf"": 60}",no_ids,0.07142857142857142,F1,10,265671,1.6,0.36697821187078333,0.844228696869744,0.7390119369529666,298,2,4.669593869271345,8.673963417239554,0.6347222222222222,0.6688767851220968,0.4149252186028636,0.3258585210891691
